ID_Unico;Titulo;Autor;Categoria;Anio_Escritura;Numero_Paginas;Calificacion_Usuarios;Stock_Disponible
66548661-8a63;Tratado de el Azufre Sagrado;Isolde Grimoire;Filosofía Prohibida;1921;884;4,67;16
1b64dbd0-5eb9;Sombras sobre las Almas de Plomo;Caspian Vance;Transmutación Metálica;1643;380;3,63;39
16253030-6922;Vórtice de el Sol Negro;Balthazar Vance;Alquimia Teórica;1854;458;1,51;19
cd599fad-694f;El Aliento de la Transmutación Infinitas;Thalric Crowley;Botánica Arcana;1865;341;3,85;40
6d210baf-e204;Sombras sobre el Azufre Sagrado;Morgana Nightshade;Botánica Arcana;1561;1375;1,85;31
32d6c11e-a526;Vórtice de las Almas de Plomo;Caspian Sterling;Filosofía Prohibida;1534;1249;2,08;33
4233e976-5710;El Aliento de el Mercurio Rojo;Caspian Grimoire;Filosofía Prohibida;1701;457;2,06;39
d9bb5f2f-41c9;Sombras sobre la Quintaesencia;Thalric Crowley;Filosofía Prohibida;1431;1088;1,76;34
0fbc5804-f285;Vórtice de la Quintaesencia;Caspian Sterling;Filosofía Prohibida;1813;550;1,04;7
2c0b4cc7-d82d;Tratado de el Sol Negro;Thalric Blackwood;Historia de la Piedra;1118;758;3,58;4
43f2d1ca-a48f;Vórtice de el Azufre Sagrado;Balthazar Vance;Alquimia Teórica;1907;147;4,22;29
0adb7663-e1f0;Tratado de el Mercurio Rojo;Balthazar Nightshade;Historia de la Piedra;1323;1372;4,62;33
e8ebf24f-acd1;Vórtice de la Quintaesencia;Isolde Nightshade;Transmutación Metálica;1980;1350;3,73;28
a28b769c-4975;El Enigma de el Sol Negro;Thalric Flamel;Historia de la Piedra;1393;297;2,72;6
76e7a6f0-4c08;Tratado de el Mercurio Rojo;Seraphine Vance;Historia de la Piedra;1651;722;4,06;45
696f57a5-315f;Vórtice de el Sol Negro;Aurelius Grimoire;Botánica Arcana;1200;615;4,89;6
ba4d7012-2874;Tratado de la Quintaesencia;Elara Sterling;Alquimia Teórica;1289;191;4,11;28
c69085c6-3ee7;El Aliento de las Almas de Plomo;Caspian Blackwood;Historia de la Piedra;1191;391;2,92;18
94eeca88-1687;La Esencia de la Quintaesencia;Seraphine Flamel;Transmutación Metálica;1335;756;3,07;10
b4c77ff6-157a;Vórtice de el Sol Negro;Isolde Nightshade;Alquimia Teórica;1226;1176;1,88;21
6f29fcad-306b;Vórtice de el Sol Negro;Caspian Nightshade;Historia de la Piedra;1632;1002;3,68;35
87bf5c63-6f03;Sombras sobre el Azufre Sagrado;Elara Vance;Filosofía Prohibida;1432;604;3,98;26
9b03e124-cfc5;Vórtice de las Almas de Plomo;Seraphine Blackwood;Filosofía Prohibida;1680;428;4,61;11
0e54c64f-aad6;Tratado de el Sol Negro;Elara Sterling;Alquimia Teórica;1122;1014;2,19;21
3b8b5bd2-e9fe;Códice de el Azufre Sagrado;Thalric Blackwood;Alquimia Teórica;1741;343;4,97;33
b73794f8-d466;Vórtice de las Almas de Plomo;Aurelius Sterling;Transmutación Metálica;1957;1101;3,91;14
24586c29-ff86;El Enigma de el Mercurio Rojo;Balthazar Blackwood;Alquimia Teórica;1840;286;2,7;10
58fae0ad-8c88;Códice de el Azufre Sagrado;Morgana Sterling;Botánica Arcana;1668;276;1,07;19
b7adee5b-3292;El Aliento de las Almas de Plomo;Aurelius Vance;Botánica Arcana;1895;170;3,13;36
98f6db0e-cda8;Códice de la Quintaesencia;Thalric Grimoire;Historia de la Piedra;1101;765;2,43;12
ae5c491a-626b;El Enigma de la Transmutación Infinitas;Elara Flamel;Alquimia Teórica;1999;1133;2,39;47
20993434-0eaa;Tratado de el Mercurio Rojo;Elara Vance;Transmutación Metálica;1157;693;1,82;42
38ba2849-2af0;Sombras sobre el Mercurio Rojo;Aurelius Flamel;Historia de la Piedra;1415;779;3,85;34
38378a5e-87d5;El Enigma de el Azufre Sagrado;Thalric Blackwood;Transmutación Metálica;1341;830;3,34;43
63446222-8823;La Esencia de las Almas de Plomo;Morgana Blackwood;Historia de la Piedra;1662;1246;4,74;21
f8b6b4d1-f277;Sombras sobre el Mercurio Rojo;Elara Vance;Botánica Arcana;1233;519;4,83;9
d967c91f-2abe;Vórtice de el Sol Negro;Aurelius Grimoire;Filosofía Prohibida;1453;905;4,5;23
55bab092-9e0c;Sombras sobre la Quintaesencia;Caspian Blackwood;Filosofía Prohibida;1412;1092;1,33;31
bcafecb1-e5c8;El Enigma de las Almas de Plomo;Thalric Nightshade;Historia de la Piedra;1915;457;4,34;28
926276d4-4110;Vórtice de la Quintaesencia;Seraphine Vance;Filosofía Prohibida;1362;243;1,68;27
78872811-3964;Espejos de las Almas de Plomo;Seraphine Vance;Botánica Arcana;1452;1236;4,8;19
2fbe6731-c57b;La Esencia de las Almas de Plomo;Aurelius Crowley;Transmutación Metálica;1448;577;4,46;40
aa11c4d3-677d;El Aliento de la Transmutación Infinitas;Isolde Sterling;Alquimia Teórica;1993;653;4,49;30
20e4091d-19b9;Códice de el Azufre Sagrado;Elara Crowley;Alquimia Teórica;1449;867;3,91;9
820fcc12-744d;Espejos de la Transmutación Infinitas;Seraphine Flamel;Filosofía Prohibida;1292;1203;2,21;7
d7181f5c-d1ca;El Enigma de el Azufre Sagrado;Elara Nightshade;Filosofía Prohibida;1603;894;1,11;8
472af829-e2e5;Códice de el Sol Negro;Caspian Flamel;Filosofía Prohibida;1915;674;1,74;25
1b65a267-ad72;El Enigma de el Azufre Sagrado;Thalric Crowley;Historia de la Piedra;1768;747;3,96;1
7cde2864-33aa;Vórtice de el Mercurio Rojo;Thalric Sterling;Filosofía Prohibida;1118;1489;4,17;49
9035ac7e-9327;El Aliento de la Quintaesencia;Balthazar Vance;Historia de la Piedra;1770;763;4,54;44
29116a40-e760;La Esencia de la Quintaesencia;Caspian Vance;Botánica Arcana;1136;1165;1,9;44
dfbfbddc-8d8d;La Esencia de el Sol Negro;Caspian Crowley;Alquimia Teórica;1348;471;4,73;16
5a11f4ba-b778;Sombras sobre las Almas de Plomo;Balthazar Flamel;Alquimia Teórica;1670;1097;3,11;50
8f4ea8b3-ac9a;Sombras sobre el Mercurio Rojo;Thalric Nightshade;Historia de la Piedra;1913;804;3,26;37
751f4376-aa22;Vórtice de el Sol Negro;Isolde Nightshade;Transmutación Metálica;1797;363;2,52;19
94794519-accc;El Enigma de el Sol Negro;Morgana Grimoire;Botánica Arcana;1184;701;3,16;44
938829d2-f6ad;Tratado de las Almas de Plomo;Seraphine Blackwood;Botánica Arcana;1299;858;4;28
0988906a-c67e;Espejos de la Quintaesencia;Caspian Sterling;Filosofía Prohibida;1805;504;4,92;29
3d0f4181-58b9;La Esencia de el Sol Negro;Seraphine Crowley;Transmutación Metálica;1514;608;4,92;4
80ea5a36-b394;Espejos de la Transmutación Infinitas;Isolde Nightshade;Alquimia Teórica;1393;448;1,23;9
0032fc7e-f6a1;El Enigma de el Azufre Sagrado;Thalric Sterling;Transmutación Metálica;1703;853;4,48;0
d8e21b9f-6af9;Códice de el Mercurio Rojo;Caspian Nightshade;Historia de la Piedra;1946;729;1,18;25
61ff8acb-d83f;La Esencia de la Transmutación Infinitas;Aurelius Flamel;Filosofía Prohibida;1247;1380;2,47;27
032c1e13-c814;La Esencia de el Sol Negro;Thalric Vance;Alquimia Teórica;1586;817;1,75;7
1fc71c61-f5b3;Espejos de el Azufre Sagrado;Thalric Nightshade;Botánica Arcana;1427;1015;2,42;25
fe071930-9f0d;Vórtice de las Almas de Plomo;Elara Grimoire;Filosofía Prohibida;1553;568;1,88;33
fc9ac78e-805f;Vórtice de la Transmutación Infinitas;Elara Flamel;Historia de la Piedra;1650;497;2,22;10
2b1167b1-6d29;El Enigma de la Transmutación Infinitas;Seraphine Crowley;Botánica Arcana;1157;806;2,63;1
b9179582-be05;Vórtice de el Azufre Sagrado;Elara Crowley;Botánica Arcana;1613;427;4,77;39
1f978626-831a;Sombras sobre el Mercurio Rojo;Thalric Nightshade;Alquimia Teórica;1808;981;2,04;4
88e6caea-a4d4;Códice de la Quintaesencia;Thalric Grimoire;Filosofía Prohibida;1936;325;3,67;11
aea9bef1-106e;Vórtice de el Mercurio Rojo;Aurelius Vance;Alquimia Teórica;1929;725;3,8;37
6e9d9756-e98f;El Aliento de el Sol Negro;Balthazar Crowley;Filosofía Prohibida;1418;1056;1,45;50
29932b07-07ef;El Enigma de el Mercurio Rojo;Caspian Grimoire;Filosofía Prohibida;1834;535;3,05;4
31a209e3-c6c0;Vórtice de el Azufre Sagrado;Thalric Flamel;Alquimia Teórica;1643;1496;3,25;6
1187a660-017a;Sombras sobre el Azufre Sagrado;Caspian Flamel;Alquimia Teórica;1860;634;2,24;18
e422b03f-f26d;El Enigma de las Almas de Plomo;Seraphine Grimoire;Botánica Arcana;1612;798;4,62;19
61d24972-db40;La Esencia de el Sol Negro;Morgana Nightshade;Transmutación Metálica;1356;888;1,52;42
86774813-a240;Códice de la Quintaesencia;Thalric Vance;Filosofía Prohibida;1370;651;1,43;48
44abe9f2-6ccf;Sombras sobre el Mercurio Rojo;Aurelius Nightshade;Alquimia Teórica;1573;170;4,12;37
a71c8fd8-b38c;El Aliento de las Almas de Plomo;Balthazar Grimoire;Transmutación Metálica;1824;747;4,77;2
527ef896-fb59;El Enigma de la Transmutación Infinitas;Isolde Crowley;Transmutación Metálica;1784;621;3,65;18
4f532921-6617;Códice de el Mercurio Rojo;Balthazar Vance;Historia de la Piedra;1186;612;2,08;32
99b69ff7-0dfe;Códice de el Sol Negro;Isolde Blackwood;Alquimia Teórica;1190;1193;2,11;37
5018d1f4-066a;Sombras sobre el Mercurio Rojo;Seraphine Grimoire;Filosofía Prohibida;1732;815;1,27;11
575b4829-2aa4;El Enigma de las Almas de Plomo;Caspian Flamel;Alquimia Teórica;1772;1230;3,75;35
97c0e6b9-9138;La Esencia de la Transmutación Infinitas;Isolde Crowley;Alquimia Teórica;1104;549;3,57;8
d7166005-dd72;El Aliento de la Transmutación Infinitas;Isolde Vance;Botánica Arcana;1875;1303;1,36;4
0f1e1e3b-3fc4;Tratado de la Quintaesencia;Thalric Nightshade;Filosofía Prohibida;1291;352;2,87;6
45f71d88-135a;El Aliento de las Almas de Plomo;Elara Sterling;Filosofía Prohibida;1744;727;3,67;30
b78b50e6-5f91;Tratado de las Almas de Plomo;Isolde Flamel;Transmutación Metálica;1113;1277;2,31;16
5ce46112-5cfa;Códice de la Quintaesencia;Seraphine Vance;Transmutación Metálica;1979;1096;2,05;9
a1766b85-f480;Sombras sobre la Transmutación Infinitas;Caspian Vance;Transmutación Metálica;1581;974;4,36;18
a1f84119-1bf4;El Enigma de el Azufre Sagrado;Caspian Flamel;Historia de la Piedra;1969;287;1,86;35
c4dfc4bc-e8be;La Esencia de las Almas de Plomo;Isolde Blackwood;Historia de la Piedra;1525;1368;2,55;6
2cee23f3-0210;Sombras sobre el Sol Negro;Morgana Grimoire;Alquimia Teórica;1938;1281;3,62;6
bf5525c8-ca36;Vórtice de el Azufre Sagrado;Balthazar Crowley;Alquimia Teórica;1233;1498;2,18;10
cbd72c33-5738;Códice de la Quintaesencia;Isolde Flamel;Historia de la Piedra;1594;747;1,09;24
afee6e88-c442;Tratado de el Sol Negro;Morgana Nightshade;Filosofía Prohibida;1574;809;3,99;23
8a58097e-2286;Sombras sobre la Transmutación Infinitas;Thalric Nightshade;Botánica Arcana;1672;775;4,33;47
8f5c99ae-9c64;Códice de el Azufre Sagrado;Thalric Sterling;Botánica Arcana;1403;539;3,66;41
1f9d44e0-6398;La Esencia de la Transmutación Infinitas;Aurelius Nightshade;Alquimia Teórica;1765;1448;3,77;15
143f59cf-cb98;Vórtice de el Azufre Sagrado;Caspian Nightshade;Filosofía Prohibida;1853;646;2,95;39
85db8540-247a;Tratado de el Mercurio Rojo;Aurelius Nightshade;Alquimia Teórica;1346;949;1,64;6
8c9b9b0a-f3e3;La Esencia de la Transmutación Infinitas;Morgana Crowley;Botánica Arcana;1622;1248;2,06;49
81b4e478-b857;Espejos de las Almas de Plomo;Balthazar Blackwood;Filosofía Prohibida;1246;792;1,36;33
879d63c3-b2d3;El Aliento de el Azufre Sagrado;Morgana Sterling;Transmutación Metálica;1424;856;4,21;5
9c6a4cfc-ca74;El Enigma de el Sol Negro;Caspian Flamel;Transmutación Metálica;1273;1142;1,21;16
0ec76e94-30eb;Sombras sobre las Almas de Plomo;Thalric Grimoire;Alquimia Teórica;1204;330;2,57;16
459b5035-0630;La Esencia de la Quintaesencia;Morgana Flamel;Transmutación Metálica;1942;1317;3,22;4
1204b47c-3128;El Enigma de la Quintaesencia;Thalric Crowley;Alquimia Teórica;1201;1351;1,67;21
2d37b03c-6e4b;El Enigma de la Quintaesencia;Seraphine Nightshade;Transmutación Metálica;1520;1263;4,91;50
8a5fa6b8-13fa;La Esencia de la Transmutación Infinitas;Aurelius Sterling;Transmutación Metálica;1282;322;4,13;26
936cf466-c5f4;Vórtice de el Sol Negro;Thalric Flamel;Botánica Arcana;1975;948;1,26;23
393272da-3b71;Espejos de las Almas de Plomo;Morgana Vance;Historia de la Piedra;1797;1098;3,33;34
39319d00-6879;Vórtice de el Sol Negro;Balthazar Flamel;Alquimia Teórica;1830;909;1,16;14
89cf6d27-ae16;Sombras sobre la Transmutación Infinitas;Thalric Blackwood;Historia de la Piedra;1536;1004;4,2;45
a06513b6-1524;Vórtice de las Almas de Plomo;Isolde Sterling;Transmutación Metálica;1788;741;2,03;47
a2dbbfae-2782;La Esencia de las Almas de Plomo;Caspian Crowley;Alquimia Teórica;1207;356;2,75;39
ab4712e9-ea8f;Códice de el Azufre Sagrado;Thalric Crowley;Historia de la Piedra;1675;1180;2,18;38
56ed2341-efc2;El Enigma de el Sol Negro;Caspian Blackwood;Alquimia Teórica;1625;904;2,59;2
63f6c1af-f9e5;Vórtice de las Almas de Plomo;Aurelius Grimoire;Botánica Arcana;1649;1122;2,58;41
891d9103-bb1b;El Enigma de las Almas de Plomo;Thalric Vance;Transmutación Metálica;1888;644;1,67;21
de607139-2a8c;El Aliento de la Transmutación Infinitas;Elara Grimoire;Botánica Arcana;1390;721;1,09;2
21020780-d284;La Esencia de el Sol Negro;Isolde Grimoire;Filosofía Prohibida;1173;976;4,09;10
800916d9-b85b;El Enigma de las Almas de Plomo;Caspian Flamel;Filosofía Prohibida;2004;86;2,98;7
5d8ab535-debf;Espejos de el Mercurio Rojo;Isolde Vance;Filosofía Prohibida;2011;1367;3,59;35
c694980f-1fdd;Vórtice de el Sol Negro;Elara Vance;Historia de la Piedra;1720;1234;4,7;39
60d148ba-f186;Espejos de el Sol Negro;Isolde Grimoire;Botánica Arcana;1684;186;4,59;0
65baba61-f9fd;La Esencia de la Transmutación Infinitas;Thalric Sterling;Transmutación Metálica;1981;472;4,16;22
25d09832-9b00;Tratado de la Transmutación Infinitas;Aurelius Sterling;Transmutación Metálica;1841;958;1,76;4
2592c868-d802;El Enigma de las Almas de Plomo;Elara Vance;Transmutación Metálica;1857;686;3,95;26
ddee9b68-946b;Espejos de el Azufre Sagrado;Aurelius Nightshade;Historia de la Piedra;1420;99;4,88;8
db3149cc-a29c;Sombras sobre la Quintaesencia;Seraphine Blackwood;Historia de la Piedra;1282;1315;4,31;33
8ff50448-f847;Espejos de el Sol Negro;Seraphine Sterling;Transmutación Metálica;1838;1079;2,7;15
d330aefb-ce6d;Sombras sobre las Almas de Plomo;Elara Flamel;Alquimia Teórica;1390;561;2,14;25
2619b3f5-d906;Tratado de la Transmutación Infinitas;Caspian Vance;Botánica Arcana;1472;1247;4,25;2
059fc121-cc54;El Aliento de la Transmutación Infinitas;Thalric Vance;Historia de la Piedra;1555;246;3,73;21
d8923761-a7e9;Tratado de el Mercurio Rojo;Seraphine Flamel;Historia de la Piedra;1438;536;3,39;28
412058b1-dfd5;Tratado de el Mercurio Rojo;Seraphine Crowley;Historia de la Piedra;1853;659;3,56;26
789c762d-eb33;Sombras sobre la Quintaesencia;Elara Blackwood;Alquimia Teórica;1926;1448;3,62;16
ccca4484-7963;Vórtice de la Transmutación Infinitas;Aurelius Nightshade;Historia de la Piedra;1250;1261;1,78;9
f8b2b8ac-f0b6;El Aliento de el Azufre Sagrado;Thalric Nightshade;Alquimia Teórica;1640;1133;1,04;28
d14d9559-d12f;Sombras sobre la Quintaesencia;Caspian Nightshade;Historia de la Piedra;1396;565;3,48;26
1f63e9bf-9ed3;El Aliento de el Mercurio Rojo;Elara Grimoire;Transmutación Metálica;1121;923;3,97;29
7d797b59-1802;Sombras sobre el Mercurio Rojo;Balthazar Nightshade;Historia de la Piedra;1774;1075;1,64;8
c57a9342-0857;Tratado de la Quintaesencia;Aurelius Blackwood;Historia de la Piedra;1348;1463;4,07;22
825101c5-c011;Tratado de el Sol Negro;Caspian Flamel;Filosofía Prohibida;1614;1461;1,64;0
3ad819ff-e0ad;Sombras sobre el Azufre Sagrado;Aurelius Blackwood;Alquimia Teórica;1641;920;4,61;17
3f12fb2f-c005;El Enigma de el Sol Negro;Caspian Sterling;Transmutación Metálica;1462;907;2,64;27
3cb6c339-ca9a;El Aliento de las Almas de Plomo;Thalric Sterling;Filosofía Prohibida;1340;1055;3,56;23
cbb293ea-b9ae;Códice de la Quintaesencia;Isolde Grimoire;Filosofía Prohibida;1762;1248;4,27;3
16f4a464-dcd5;Tratado de el Azufre Sagrado;Isolde Sterling;Transmutación Metálica;1236;1372;4,46;45
88f52524-b912;Sombras sobre la Transmutación Infinitas;Balthazar Vance;Botánica Arcana;1391;259;2,26;6
410039ed-3f41;El Enigma de el Mercurio Rojo;Caspian Crowley;Botánica Arcana;1533;961;2,86;30
4eeea14e-5825;Vórtice de el Sol Negro;Isolde Nightshade;Filosofía Prohibida;1597;694;2,56;47
40c06ba9-e88d;Espejos de las Almas de Plomo;Caspian Grimoire;Botánica Arcana;2016;848;1,45;22
5c6c1866-739f;Espejos de el Mercurio Rojo;Elara Grimoire;Historia de la Piedra;1418;579;4,56;18
c7f34eeb-9487;La Esencia de las Almas de Plomo;Isolde Crowley;Transmutación Metálica;1595;580;1,12;1
93eb5fe8-ff21;Códice de el Sol Negro;Morgana Sterling;Historia de la Piedra;1243;1269;3,69;30
21d10e7f-6fad;Vórtice de el Azufre Sagrado;Seraphine Nightshade;Transmutación Metálica;1820;1470;4,79;1
d14239c5-a506;El Aliento de la Transmutación Infinitas;Aurelius Sterling;Historia de la Piedra;1839;97;4,75;43
44599226-8ca9;Tratado de el Mercurio Rojo;Seraphine Blackwood;Transmutación Metálica;1922;855;4,25;28
69ad3bd7-c401;Vórtice de las Almas de Plomo;Caspian Crowley;Filosofía Prohibida;1646;1177;3,54;28
8d6bb040-d895;El Enigma de el Mercurio Rojo;Elara Grimoire;Historia de la Piedra;2004;1449;3,78;3
6f80e2b8-11b5;El Aliento de la Quintaesencia;Balthazar Vance;Transmutación Metálica;1341;1035;1,34;19
46a158f2-0afc;El Enigma de el Azufre Sagrado;Isolde Blackwood;Filosofía Prohibida;1609;439;2,72;9
ff33c63e-b3b3;El Aliento de el Sol Negro;Aurelius Blackwood;Alquimia Teórica;1202;530;2,28;7
36c363b7-1564;Códice de el Mercurio Rojo;Thalric Flamel;Botánica Arcana;1151;612;1,36;16
ed3b8ce2-953a;Tratado de la Transmutación Infinitas;Aurelius Flamel;Alquimia Teórica;1192;192;2,84;31
fd695020-a3a2;El Enigma de el Sol Negro;Isolde Vance;Botánica Arcana;1543;328;2,74;16
104f7a4a-23ca;Espejos de las Almas de Plomo;Caspian Nightshade;Alquimia Teórica;1569;1338;4,68;49
0f539154-e1d8;Espejos de la Transmutación Infinitas;Morgana Grimoire;Historia de la Piedra;1457;821;3,45;30
a6ecde22-fbdf;El Enigma de la Quintaesencia;Caspian Grimoire;Filosofía Prohibida;1520;1107;2,43;32
a03002dd-c585;Espejos de la Quintaesencia;Seraphine Grimoire;Transmutación Metálica;1464;849;2,77;29
7dffb3cd-e057;Espejos de la Transmutación Infinitas;Aurelius Vance;Transmutación Metálica;2002;1068;1,56;18
487063f7-5a57;Códice de el Azufre Sagrado;Balthazar Sterling;Transmutación Metálica;1807;1146;4,96;29
c77d8b77-2a4d;Espejos de la Quintaesencia;Caspian Grimoire;Historia de la Piedra;1566;1035;3,58;24
30196c9c-36ec;Sombras sobre el Azufre Sagrado;Elara Grimoire;Transmutación Metálica;1900;220;1,96;50
fbb92aae-c3b7;Vórtice de el Sol Negro;Morgana Grimoire;Alquimia Teórica;1493;927;1,81;27
09853608-e815;Espejos de el Sol Negro;Thalric Grimoire;Historia de la Piedra;2011;498;3,75;39
ab24ef90-96ec;El Enigma de la Quintaesencia;Balthazar Flamel;Alquimia Teórica;1472;1092;1,36;48
73d10203-3a89;La Esencia de la Transmutación Infinitas;Caspian Grimoire;Transmutación Metálica;1257;930;3,86;36
4977046f-051f;La Esencia de la Quintaesencia;Balthazar Sterling;Botánica Arcana;1899;809;2,83;37
57bf5d04-622c;Vórtice de las Almas de Plomo;Caspian Grimoire;Filosofía Prohibida;1254;932;4,06;41
7e4f19a3-8aae;Sombras sobre la Transmutación Infinitas;Thalric Grimoire;Historia de la Piedra;1517;781;1,12;35
59384dc7-d5d6;Vórtice de el Sol Negro;Seraphine Flamel;Botánica Arcana;1535;1398;4,92;46
d4d3059e-a72f;Espejos de la Quintaesencia;Thalric Crowley;Filosofía Prohibida;1402;504;3,59;3
00280847-dbba;El Enigma de la Quintaesencia;Caspian Sterling;Filosofía Prohibida;1332;709;1,29;8
240ab5c3-59cf;Espejos de el Mercurio Rojo;Aurelius Crowley;Historia de la Piedra;1410;1150;4,86;45
0f26b6a4-8084;Espejos de la Quintaesencia;Thalric Grimoire;Filosofía Prohibida;1613;1098;1,73;1
a0351f76-db19;La Esencia de la Quintaesencia;Elara Flamel;Transmutación Metálica;1284;770;4,74;23
7133e53e-2f7e;Tratado de el Azufre Sagrado;Elara Vance;Alquimia Teórica;1869;1385;4,7;26
786a41fe-36d7;La Esencia de el Mercurio Rojo;Caspian Blackwood;Historia de la Piedra;1882;372;2,5;28
7846b5b1-87f7;Vórtice de el Azufre Sagrado;Morgana Blackwood;Filosofía Prohibida;1671;358;2,14;1
2dc8f437-bdb6;La Esencia de el Sol Negro;Aurelius Vance;Historia de la Piedra;1383;970;3;47
224f5945-6307;La Esencia de las Almas de Plomo;Aurelius Flamel;Alquimia Teórica;1114;591;4,91;8
7a0fbb67-22fc;El Enigma de el Mercurio Rojo;Seraphine Flamel;Historia de la Piedra;1648;106;3,2;47
f562b2f1-3458;Códice de el Mercurio Rojo;Elara Flamel;Filosofía Prohibida;1984;663;3,13;11
f6b1fc2c-7f7d;Códice de el Sol Negro;Thalric Grimoire;Historia de la Piedra;1552;401;1,4;14
ce70a546-cd39;Tratado de el Sol Negro;Isolde Blackwood;Filosofía Prohibida;1778;1478;2,98;38
7a3985ec-25aa;Vórtice de las Almas de Plomo;Aurelius Vance;Transmutación Metálica;1899;498;2,63;0
ecadd237-e455;La Esencia de el Azufre Sagrado;Elara Vance;Alquimia Teórica;1986;798;3,97;20
67cf9839-d6dc;Códice de el Mercurio Rojo;Balthazar Grimoire;Botánica Arcana;1915;945;3,51;48
3f388aaa-e549;Vórtice de el Sol Negro;Isolde Sterling;Filosofía Prohibida;1674;438;3,01;35
4b6df455-312f;Vórtice de la Transmutación Infinitas;Thalric Blackwood;Historia de la Piedra;1502;1300;4,51;36
